Old Ref ID,Ref,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,status,mw
,7067,03/08/2020,Ecotricity,Gloucestershire Science and Technology Park,Battery,Stand-alone Storage,,30.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Hamfield Lane, Berkeley, Gloucestershire",Gloucestershire,South West,England,GL13 9FB,365607,199140,Stroud District Council,S.18/0019/FUL,,,,,,03/01/2018,,,,,,,03/04/2018,,,,,,,,planning,30
,7068,23/09/2020,Private Developer,Hadham Road,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land At Wickham Hall Farm, Hadham Road, Bishops Stortford, Hertfordshire",Hertfordshire,Eastern,England,CM23 1JG,547338,222879,East Hertfordshire District Council,3/17/2959/FUL,,,,,,22/12/2017,,,,,,,29/03/2018,,,,,,,,planning,10
,7072,24/07/2020,Capbal,Kilshaw Street,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent To, 1 - 4 Kilshaw Street, Pemberton, Kilshaw Court, Wigan, Greater Manchester",Greater Manchester,North West,England,WN5 8,355265,404367,Wigan Council,A/17/84749/FULL,,,,,,25/10/2017,,,,,,,09/02/2018,,,,,,,,planning,20
,7078,21/08/2020,Abham Storage / Statera Energy,Riverford Farm,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Riverford Farm, Zc88 at A384 to Staverton Brid, Staverton, Totnes, Devon",Devon,South West,England,TQ9 6AF,277179,63873,South Hams District Council,3360/17/FUL,,,,,,18/10/2017,,,,,,,05/01/2018,,,,,,,,planning,49
,7081,27/01/2020,RNA Energy,Sundridge Hill,Battery,Stand-alone Storage,,49.50,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land To South Of A228, Sundridge Hill, Cuxton, Rochester, Kent",Kent,South East,England,ME2 1LB,571652,167049,Medway Council,MC/17/3770,,,,,,14/11/2017,,,,,,,29/12/2017,,,,,,,,planning,49
,7085,30/07/2020,FPC Industry & Enterprise,Severn Road,Battery,Stand-alone Storage,,18.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land At, Severn Road, Hallen, Bristol, Avon",Gloucestershire,South West,England,BS10 7RZ,354274,180141,South Gloucestershire Council,PT17/4664/F,,,,,,05/10/2017,,,,,,,22/12/2017,,,,,,,,planning,18
,7087,20/04/2020,Volta Energy Storage,Callywhite Lane Commercial Estate,Battery,Stand-alone Storage,,18.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land On The West Side, Callywhite Lane, Kilner Vaccumation Co Ltd, Dronfield, South Yorkshire",Derbyshire,East Midlands,England,S18 2AA,436764,378148,North East Derbyshire District Council,17/01072/FL,,,,,,12/10/2017,,,,,,,22/12/2017,,,,,,,,planning,18
,7111,12/08/2020,Enstor (formerly CJ Energy),Land Adjacent to 4 Redcote Lane (Armley),Battery,Stand-alone Storage,,49.90,,,,,,,,,Under Construction,Under Construction,"Land Adjacent, 4 Redcote Lane, Armley, Leeds, West Yorkshire",West Yorkshire,Yorkshire and Humber,England,LS4 2AL,426967,434272,Leeds City Council,17/06830/FU,,,,,,24/10/2017,,,,,,,07/06/2019,,,,07/06/2022,01/06/2021,,,construction,49
,7088,28/05/2021,Statera Energy / Dollymans Storage,Dollymans Storage,Battery,Stand-alone Storage,,99.98,No,,,,,,,,Planning Application Submitted,Application Submitted,"Land North Of National Grid, Doublegate Lane, Rawreth, Wickford, Essex",Essex,Eastern,England,SS11 8UD,577686,191429,Rochford District Council,21/00522/FUL,,,,,,24/05/2021,,,,,,,,,,,,,,,planning,99
,7089,21/08/2020,Statera Energy / Grendon Storage,Grendon Storage,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Field South East Of Sub Statio, Station Road, Grendon, Wellingborough, Northampton, Northamptonshire",Northamptonshire,East Midlands,England,NN7 1JW,487933,260897,Wellingborough Borough Council,WP/17/00602/FUL,,,,,,28/09/2017,,,,,,,21/12/2017,,,,,,,,planning,49
,7095,24/07/2020,Capbal,Maldon Hall,Battery,Stand-alone Storage,,40.00,,,,,,,,,Appeal Granted,Awaiting Construction,"Land North West Of Maldon Hall, Spital Road, Maldon, Essex",Essex,Eastern,England,CM9 6D,584569,206779,Maldon District Council,17/01106/FUL,APP/X1545/W/18/3204562,,,,,29/09/2017,,15/12/2017,14/01/2019,,,13/05/2019,13/05/2019,,,,,,,,planning,40
,7122,28/01/2019,Statera Energy,Creyke Beck,Battery,Stand-alone Storage,,49.90,,,,,,,,,Operational,Operational,"Land to the south of, Park Lane, Cottingham, Humberside",Humberside,Yorkshire and Humber,England,HU16 5SB,504098,434708,East Riding of Yorkshire Council,17/01372/STPLF,,,,,,20/04/2017,,,,,,,15/06/2017,,,,,01/03/2018,01/11/2018,,operation,49
,7096,20/04/2020,Volta Energy Storage,Rubber and Allied Products,Battery,Stand-alone Storage,,40.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Rubber & Allied Products Ltd, Turner Crescent, Newcastle-Under-Lyme, Staffordshire",Staffordshire,West Midlands,England,ST5 7LU,383353,348514,Newcastle Under Lyme Borough Council,17/00847/FUL,,,,,,20/10/2017,,,,,,,15/12/2017,,,,,,,,planning,40
,7097,25/02/2020,Winchester Power,Stockbridge Road,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Stockbridge Road Energy Storag, Land adjacent to B3049, Salters Lane, Winchester, Hampshire",Hampshire,South East,England,SO22 5FP,445912,131325,Winchester City Council,17/02575/FUL,,,,,,06/10/2017,,,,,,,14/12/2017,,,,,,,,planning,10
,7129,23/10/2018,Low Carbon,Huggin's Hall,Battery,Stand-alone Storage,,40.00,,,,,,,,,Operational,Operational,"Land at Huggin's Hall, Glassenbury Road, Cranbrook, Kent",Kent,South East,England,N17 2QE,575739,135688,Tunbridge Wells Borough Council,16/06052/FULL,,,,,,01/08/2016,,,,,,,21/10/2016,,,,,13/08/2017,13/02/2018,,operation,40
,7109,21/01/2020,Morris & co Handling,South Kirkby Business Park,Battery,Co-located with fossil fuel plant,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Plot 4 South Kirkby Business P, Brigantian Way, South Kirkby, Pontefract, West Yorkshire",West Yorkshire,Yorkshire and Humber,England,WF9 3TH,444487,411842,Wakefield Council,17/02798/FUL,,,,,,24/10/2017,,,,,,,14/03/2019,,,,14/03/2022,,,,planning,10
,7152,21/02/2020,Kiwi Power (formerly Taunton Battery Storage),Fideoak Mills,Battery,Stand-alone Storage,,30.00,,,,,,,,,Under Construction,Under Construction,"Fideoak Mills, Upcott Road, Bishops Hull, Taunton, Somerset",Somerset,South West,England,TA4 1AF,319099,125158,Taunton Deane Borough Council,05/16/0056,,,,,,02/12/2016,,,,,,,23/02/2017,,,,,01/09/2019,,,construction,30
,7119,21/08/2020,Statera Energy,Penwortham Sub Station,Battery,Stand-alone Storage,,50.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Howick Hall Farm, Howick Cross Lane, Penwortham, Preston",Lancashire,North West,England,PR1 0NS,350101,428155,South Ribble Borough Council,07/2017/2821/FUL,,,,,,18/09/2017,,,,,,,16/11/2017,,,,16/11/2020,,,,planning,50
,7155,02/01/2019,�rsted,Land at Carnegie Road,Battery,Stand-alone Storage,,20.00,,,,,,,,,Operational,Operational,"Carnegie Road, Liverpool, Merseyside",Merseyside,North West,England,L13 7HY,338448,391860,Liverpool City Council,16F/2680,,,,,,01/11/2016,,,,,,,15/12/2016,,,,,24/10/2018,24/12/2018,,operation,20
,7128,28/04/2020,UK Power Reserve,Beaufort Road,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land north of, Beaufort Road, Birkenhead, Merseyside",Merseyside,North West,England,CH41 1HQ,330370,390106,Wirral Council,APP/16/01212,,,,,,05/09/2016,,,,,,,04/11/2016,,,,,,,,planning,20
,7131,29/04/2020,South Redhouse,Land North of Thornton Road,Battery,Co-located with RE,5797,19.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land North of, Thornton Road, Redhouse Grid Substation, Kirkcaldy, Fife",Fife,Scotland,Scotland,KY1,329101,695410,Fife Council,15/04010/FULL,,,,,,03/11/2015,,,,,,,10/02/2016,,,,,,,,planning,19
,7133,27/09/2021,Private Developer,North West Of Jameston Farm,Battery,Stand-alone Storage,,19.90,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"North West Of Jameston Farm, Dalry, Strathclyde",North Ayrshire,Scotland,Scotland,KA24 4EY,232189,647344,North Ayrshire Council,21/00689/MSC,,,,,,29/10/2018,,,,,,,09/08/2021,,,,,,,,planning,19
,7134,23/09/2020,Muirhall Energy,Land SW of Shilton Cottage,Battery,Stand-alone Storage,,29.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Site 300 metres South West of, Old Greenock Road, Bishopton, Strathclyde",Renfrewshire,Scotland,Scotland,PA7 5BB,243794,671266,Renfrewshire Council,18/0286/PP,,,,,,19/04/2018,,,,,,,25/10/2018,,,,,,,,planning,29
,7140,12/02/2020,Arlington Energy (formerly Enso Energy),Calow Green Farm,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Calow Green Farm, Calow Green, Calow, Chesterfield, Derbyshire",Derbyshire,East Midlands,England,S44 5XQ,441877,369573,North East Derbyshire District Council,18/01011/FL,,,,,,10/09/2018,,,,,,,25/01/2019,,,,25/01/2022,,,,planning,20
,7143,29/04/2020,New Forest Energy (formerly Somerley Estate),Land Adj Harmer Warren Quarry,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adj Harmer Warren Quarry, Plumley, Harbridge Drove, Ellingham, Ringwood, Hampshire",Hampshire,South East,England,BH24 3PZ,413310,109700,New Forest District Council,17/11630,,,,,,30/11/2017,,,,,,,13/02/2018,,,,,,,,planning,10
,7149,20/04/2020,Volta Energy Storage,Kirkhaw Lane - Resubmission,Battery,Co-located with fossil fuel plant,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Industrial Pallet And Transpor, Kirkhaw Lane, Knottingley, West Yorkshire",West Yorkshire,Yorkshire and Humber,England,WF11 8RD,447870,424886,Wakefield Council,17/02739/FUL,,,,,,18/10/2017,,,,,,,22/12/2017,,,,,,,,planning,20
,7153,17/09/2020,Pivot Power,Taunton Substation ,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Taunton Substation, Upcott Road, Bishops Hull, Taunton, Somerset",Somerset,South West,England,TA4 1AF,319121,124936,Taunton Deane Borough Council,05/18/0040,,,,,,13/09/2018,,,,,,,26/11/2018,,,,,,,,planning,49
,7177,03/01/2019,Low Carbon Storage Investment Company/ VLC,Cleator,Battery,Stand-alone Storage,,10.00,,,,,,,,,Operational,Operational,"Cleator, Cumbria",Cumbria,North West,England,CA22 2TA,301067,513081,Copeland Borough Council,,,,,,,,,,,,,,,,,,,08/08/2017,08/01/2018,,operation,10
,7159,24/06/2020,Energy Consents And Deployment Unit,Greenburn Wind Park,Battery,Co-located with RE,7865,10.00,,,,,,,,,Planning Application Submitted,Application Submitted,"Land Adj Former Opencast, Greenburn Wind Park, New Cumnock, Cumnock, Strathclyde",Strathclyde,Scotland,Scotland,KA18,256423,614614,Scottish Government (S36),ECU00002037,,,,,,27/03/2020,,,,,,,,,,,,,,,planning,10
,7161,17/09/2020,Pivot Power,Braintree Road Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Electricity Sub Station, Braintree Road, 209m From Hoppit House Braintr, 65m From Unnamed Road Cressing, Braintree, Essex",Essex,Eastern,England,CM77 8DJ,577617,221615,Braintree District Council,18/01927/FUL,,,,,,25/10/2018,,,,,,,16/01/2019,,,,16/01/2022,,,,planning,49
,7165,24/07/2020,Capbal,Drumfad Wood,Battery,Stand-alone Storage,,29.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land North East Of Blackhill, Luss Road, Argyll And Bute, Helensburgh, Strathclyde",Argyll and Bute,Scotland,Scotland,G84 9EE,231381,684279,Argyll and Bute Council,18/01749/PPP,,,,,,22/10/2018,,,,,,,10/12/2018,,,,,,,,planning,29
,7172,14/11/2019,UK Battery Storage,Osbaldwick Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Os Field 5070, Hull Road, Dunnington, York, North Yorkshire",North Yorkshire,Yorkshire and Humber,England,YO19 5L,464442,451746,York City Council,18/02659/OUT,,,,,,21/11/2018,,,,,,,22/02/2019,,,,22/02/2022,,,,planning,49
,7174,29/04/2020,Scottish Power Renewables (formerly Arcus Consultancy Services),Whitelee Wind Farm Battery Storage Extension,Battery,Co-located with RE,3489,50.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Eaglesham Moor, Whitelee Forest,  Fenwick Moor, East Kilbride, South of Glasgow",Renfrewshire,Scotland,Scotland,G76 0PW,263618,646810,Scottish Government (S36),ECU00000729,,,,,,30/01/2019,,,,,,,10/06/2019,,,,,,,,planning,50
,7182,03/08/2020,Ecotricity,"Old Green Farm, Alveston Battery Storage",Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,Agricultural Field Circa 600M South Of Earthcott Green And Circa 297M East Of The B4427,Gloucestershire,South West,England,BS35 3TD,364952,184630,South Gloucestershire Council,PT17/1992/RVC,,,,,,27/04/2017,,,,,,,17/11/2017,,,,17/11/2022,,,,planning,10
,7183,03/08/2020,Ecotricity,"Leechpool Farm, Norrington Battery Storage",Battery,Stand-alone Storage,,13.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Leechpool Farm, Norrington Lane, Broughton Gifford, Melksham",Wiltshire,South West,England,SN12 8LS,388544,164667,Wiltshire Council,18/04039/FUL,,,,,,10/05/2018,,,,,,,24/08/2018,,,,24/08/2021,,,,planning,13
,7184,21/08/2020,Statera Energy,Minety South Battery Storage,Battery,Stand-alone Storage,,50.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,Land South of Minety Substation Minety,Wiltshire,South West,England,SN16 9RP�,400916,189181,Wiltshire Council,17/03941/FUL,,,,,,05/05/2017,,,,,,,19/07/2017,,,,19/07/2020,,,,planning,50
,7185,21/08/2020,Statera Energy,West Didsbury Battery Storage,Battery,Stand-alone Storage,,50.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Sawfield Nurseries Fairy Lane, Sale",Greater Manchester,North West,England,M33 2JU,381429,391372,Trafford Council,92459/FUL/17,,,,,,25/09/2017,,,,,,,20/12/2017,,,,20/12/2020,,,,planning,50
,7192,22/03/2019,Wentlooge Farmers' Solar Scheme,Wentlooge Renewable Energy Hub,Battery,Co-located with RE,7191,62.50,,,,,,,,,Planning Application Submitted,Application Submitted,Land SW of St Brides on the Gwent Levels,Gwent,Wales,Wales,,327583,181917,Welsh Government (NSIP),DNS/3216558,,,,,,07/05/2020,,,,,,,,,,,,,,,planning,62
,7208,16/04/2020,Engie Developments Ireland,Classic Marble Showers Site,Battery,Stand-alone Storage,,48.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"South of Classic Marble (Showe, 31 Garvaghy Bridge Road, Garvaghy, Dungannon, Co Tyrone",Co. Fermanagh,Northern Ireland,Northern Ireland,BT70 2EW,68914,522080,Fermanagh and Omagh,LA10/2018/1589/F,,,,,,18/12/2018,,,,,,,03/09/2019,,,,01/09/2024,,,,planning,48
,7217,23/01/2020,Coronation Power,Pleasance Road,Battery,Stand-alone Storage,,45.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land 130M S/E of, Pleasance Road, Coupar Angus Substation, Blairgowrie, Tayside",Perth and Kinross,Scotland,Scotland,PH13 9JB,321821,739152,Perth and Kinross Council,19/00513/FLM,,,,,,29/03/2019,,,,,,,24/09/2019,,,,23/09/2022,,,,planning,45
,7226,22/08/2019,Shires Hamilton ,Blackpark Farm ,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Black Park Farm, Nairn, Highlands",Highland,Scotland,Scotland,IV12 5HY,289712,814915,Highland Council,19/00702/FUL,,,,,,28/02/2019,,,,,,,17/05/2019,,,,17/05/2022,,,,planning,20
,7230,22/01/2020,Immersa,Land North of Actrees Solar Farm,Battery,Co-located with RE,5425,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Actrees Solar Farm, Heathfield, Alkington, Berkeley, Gloucestershire",Gloucestershire,South West,England,GL13 9PP,370951,198185,Stroud District Council,S.19/0372/FUL,,,,,,07/03/2019,,,,,,,10/10/2019,,,,10/10/2022,,,,planning,49
,7272,17/09/2020,Aura Power / Pivot Power,Burwell Main Sub-Station,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land adj to Burwell 400kV Subs, Weirs Drove, Burwell, Cambridge, Cambridgeshire",Cambridgeshire,Eastern,England,CB25 0BP,557976,267089,East Cambridgeshire District Council,19/00155/FUL,,,,,,24/01/2019,,,,,,,29/04/2019,,,,29/04/2022,,,,planning,49
,7283,17/09/2020,Pivot Power,Sundon Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Sundon 400KV Substation, Waterend Lane, Chalton, Luton, Bedfordshire",Bedfordshire,Eastern,England,LU4 9UL,503325,226795,Central Bedfordshire Council,CB/19/00200/FULL,,,,,,23/01/2019,,,,,,,30/04/2019,,,,30/04/2022,,,,planning,49
,7332,02/01/2020,Gridserve,Boscar Grange Farm,Battery,Co-located with RE,5482,27.00,,,,,,,,,Operational,Operational,"Boscar Grange Farm, Thirsk Road, Easingwold, York, North Yorkshire",North Yorkshire,Yorkshire and Humber,England,YO61 3NQ,450521,472345,Hambleton District Council,18/02314/NMC,,,,,,29/10/2018,,,,,,,29/11/2018,,,,,23/05/2019,18/12/2019,,operation,27
,7368,17/09/2020,Pivot Power,Kemsley Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Under Construction,Under Construction,"Land To The South Of Kemsley S, Ypres Drive, Kemsley, Sittingbourne, Kent",Kent,South East,England,ME10 2,591008,166650,Swale Borough Council,19/502514/FULL,,,,,,24/05/2019,,,,,,,19/07/2019,,,,19/07/2022,15/11/2019,,,construction,49
,7315,29/04/2020,Harmony Energy Storage,Jamesfield Organic Centre,Battery,Stand-alone Storage,,19.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land 140 Metres North East Of, Jamesfield Organic Centre, Newburgh, Cupar, Fife",Perth and Kinross,Scotland,Scotland,KY14 6EW,320261,717467,Perth and Kinross Council,18/02336/FLL,,,,,,09/01/2019,,,,,,,07/03/2019,,,,06/03/2022,,,,planning,19
,7333,16/01/2021,EDF Renewables,Troston Loch Wind Farm,Battery,Co-located with RE,6432,20.00,No,,,,,,,,Planning Permission Granted,Awaiting Construction,"Troston Loch Wind Farm, New Abbey, West Of Moniaive, Dumfries, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG2 8EF,268466,590107,Scottish Government (S36),ECU00001785,,,,,,21/02/2019,,,,,,,18/12/2020,,,,18/12/2023,,,,planning,20
,7335,27/01/2020,RNA Energy,Tollgate Farm Battery Storage (Resubmission),Battery,Stand-alone Storage,,49.50,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Tollgate Farm, Tollgate Road, North Mymms",Hertfordshire,Eastern,England,AL4 0NY,521828,205528,Welwyn Hatfield Borough Council,6/2017/2340/FULL,,,,,,12/10/2017,,,,,,,05/01/2018,,,,,,,,planning,49
,7360,31/01/2020,Northern Powergrid,Creyke Beck Substation,Battery,Stand-alone Storage,,49.50,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Creyke Beck Substation 4875, Park Lane, Cottingham, Humberside",Humberside,Yorkshire and Humber,England,HU16 5SB,504356,435160,East Riding of Yorkshire Council,19/01449/STPLF,,,,,,23/05/2019,,,,,,,14/11/2019,,,,14/11/2022,,,,planning,49
,7380,22/01/2020,Immersa,Snarlton Farm,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land at Snarlton Farm, Praters Lane Bridleway, Melksham, Wiltshire",Wiltshire,South West,England,SN12 7QP,393100,164313,Wiltshire Council,19/02437/FUL,,,,,,22/03/2019,,,,,,,16/05/2019,,,,16/05/2022,,,,planning,49
,7383,31/01/2020,Trenport Investments,Plot 2B EurolinkV,Battery,Stand-alone Storage,,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Plot 2B Eurolink V, Sittingbourne, Land orth of Swale Way, Sittingbourne, Kent",Kent,South East,England,ME9 9AR,592954,164443,Swale Borough Council,19/502257/FULL,,,,,,03/05/2019,,,,,,,25/10/2019,,,,25/10/2022,,,,planning,20
,7385,04/06/2020,Low Carbon UK Solar Investment Company,Aurora Solar Farm,Battery,Co-located with RE,7384,18.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Twelve Acre Farm, Chilbridge Road, Eynsham, Witney, Oxfordshire",Oxfordshire,South East,England,OX29 4BH,441242,209314,West Oxfordshire District Council,19/02516/FUL,,,,,,24/09/2019,,,,,,,23/03/2020,,,,23/03/2023,,,,planning,18
,7395,25/06/2020,ScottishPower Renewables,Harestanes Windfarm,Battery,Co-located with RE,4119,100.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Harestanes Windfarm, Forest Of Ae, Northwest Of Ae Village, Moffat, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG10,300958,597760,Scottish Government (S36),ECU00001870,,,,,,20/06/2019,,,,,,,20/12/2019,,,,20/12/2022,,,,planning,100
,7403,28/06/2019,Shawton Engineering,Carnegie Road (Phase 2),Battery,Stand-alone Storage,,40.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Carnegie Road, Liverpool, Merseyside",Merseyside,North West,England,L13 7HY,338451,391858,Liverpool City Council,19F/0626,,,,,,11/03/2019,,,,,,,01/05/2019,,,,01/05/2022,,,,planning,40
,7404,23/01/2020,Londonwide Properties,Trevol Business Park,Battery,Stand-alone Storage,,10.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land At, Trevol Business Park, Torpoint, Cornwall",Cornwall,South West,England,PL11 2TB,241778,55300,Cornwall Council,PA19/03228,,,,,,12/04/2019,,,,,,,02/09/2019,,,,02/09/2022,,,,planning,10
,7464,03/07/2019,Anesco,Lascar Works ,Battery,Stand-alone Storage,,20.00,,,,,,,,,Operational,Operational,"Lascar Works, Tanpits Road, Bury, BL9 5BY",Lancashire,North West,England,BL9 5BY,380570,411256,Bury Metropolitan Borough Council,62215,,,,,,30/11/2017,,,,,,,,,,,,26/03/2019,26/06/2019,,operation,20
,7460,02/07/2019,Douglas West Extension / 3R Energy Solutions,Douglas West Wind Farm (extension),Battery,Co-located with RE,6826,20.00,,,,,,,,,Planning Application Submitted,Application Submitted,"Douglas West and Dalquhandy, F, Lesmahagow, Site West of Junction 11 of M7, Lanark, Strathclyde",Strathclyde,Scotland,Scotland,ML11 0NN,280968,634257,Scottish Government (S36),ECU00001836,,,,,,12/04/2019,,,,,,,,,,,,,,,planning,20
,7462,17/09/2020,Pivot Power,Harker Grid Sub Station,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land to the west of Harker Grid Sub Station, Low Harker, Harker, Carlisle",Cumbria,North West,England,CA6 4DQ,338345,561274,Carlisle City Council,19/0371,,,,,,08/05/2019,,,,,,,10/07/2019,,,,10/07/2022,,,,planning,49
,7479,17/09/2020,Pivot Power,Bramford Substation,Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent To, Bullen Lane, Bramford, Ipswich, Suffolk",Suffolk,Eastern,England,IP8 4JH,610154,246043,Mid Suffolk District Council,DC/19/03008,,,,,,25/06/2019,,,,,,,23/09/2019,,,,23/09/2022,,,,planning,49
,7498,30/06/2020,Low Carbon,Brook Farm,Battery,Co-located with RE,7497,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Os Parcel 6086 Adjacent, Ploughley Road, Railway Line, Arncott, Bicester, Oxfordshire",Oxfordshire,South East,England,OX25 1AB,460212,217404,Cherwell District Council,20/00285/F,,,,,,03/02/2020,,,,,,,28/05/2020,,,,28/05/2023,,,,planning,20
,7510,29/04/2020,Harmony Energy Storage,Salisbury Substation,Battery,Stand-alone Storage,,49.50,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land Adjacent To, Salisbury Substation, Wilton, Salisbury, Wiltshire",Wiltshire,South West,England,SP2 0BL,410452,131423,Wiltshire Council,19/05443/FUL,,,,,,05/08/2019,,,,,,,05/03/2020,,,,05/03/2023,,,,planning,49
,7518,12/08/2020,EDF Energy Renewables,Lackenby (Resubmission),Battery,Stand-alone Storage,,49.90,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Land at, Crow Lane, Old Lackenby, Middlesbrough, Cleveland",Cleveland,North East,England,TS6 8DN,456654,519399,Redcar and Cleveland Borough Council,R/2019/0433/FF,,,,,,25/07/2019,,,,,,,24/10/2019,,,,24/10/2022,,,,planning,49
,7570,20/01/2020,Arlington Energy,Greenfield Road,Battery,Co-located with RE,2265,40.00,,,,,,,,,Under Construction,Under Construction,"Land at Clayhill Farm, Greenfield Road, Westoning, Bedford",Bedfordshire,Eastern,England,MK45 5JD,503744,232982,Central Bedfordshire Council,CB/17/06006/FULL,,,,,,19/12/2017,,,,,,,23/03/2018,,,,,19/06/2019,,,construction,40
,7571,17/09/2020,Pivot Power,Cowley electricity sub-station,Battery,Co-located with fossil fuel plant,,49.90,,,,,,,,,Under Construction,Under Construction,"Cowley Main Sub Station, Lower Blackberry Lane, Garsington, Oxford ",Oxfordshire,South East,England,OX44 9BD,456332,202409,South Oxfordshire District Council,P19/S0623/FUL,,,,,,25/02/2019,,,,,,,19/07/2019,,,,,15/11/2019,,,construction,49
,7556,25/06/2020,Energia Group,Lisnabreeny Road,Battery,Stand-alone Storage,,36.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Lands to the southeast of, 1 Lisnabreeny Road East, Belfast, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT6 9SS,150249,524705,Belfast City Council,LA05/2019/0675/F,,,,,,21/06/2019,,,,,,,29/04/2020,,,,28/04/2025,,,,planning,36
,7572,25/03/2020,Scottish Power Renewables,Hagshaw Hill,Battery,Co-located with RE,7456,20.00,,,,,,,,,Planning Permission Granted,Awaiting Construction,"Hagshaw Hill Wind Farm, Douglas, Lanark ",South Lanarkshire,Scotland,Scotland,ML11 0RR,282089,631116,Scottish Government (S36),ECU00000737,,,,,,03/12/2018,,,,,,,26/02/2020,,,,26/02/2023,,,,planning,20
