Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),CfD Allocation Round,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lat,long,status,mw
,8464,11/11/2022,Gigabox Developments Limited,Shindour - Energy Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Shindour Feddal Hill Wood Braco, Dunblane",Tayside,Scotland,Scotland,FK15,278239,701052,Tayside Council,21/00756/FLM,,,,,,14/05/2021,,,,,,,16/12/2021,,,,16/12/2025,,,,56.186478,-3.963437,planning,49
,8507,11/05/2022,EcoDev Group Limited,Dalmarnock Road - Battery Storage,Battery,Stand-alone Storage,,40,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Dalmarnock Road, Adjacent To A749 & Downiebrae Road Rutherglen",Strathclyde,Scotland,Scotland,G73 1NY,261783,662541,South Lanarkshire Council,P/21/1525,,,,,,06/09/2021,,,,,,,16/02/2022,,,,16/02/2025,,,,55.836236,-4.208544,planning,40
,8518,04/11/2022,Renewable Connections Developments Limited,Vicarage Drove - Solar farm & Battery storage,Battery,Co-located with RE,8517,20.5,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land at Vicarage Drove, Bicker, Boston",Lincolnshire,East Midlands,England,PE20 3BF,519567,338547,Boston Borough Council,B/21/0443,,,,,,05/10/2021,,,,,,,17/02/2022,,,,17/02/2026,,,,52.931022,-0.222608,planning,20
,8809,17/05/2021,Henco International Limited,Bristol Avenue - Battery Energy Storage Facility,Battery,Stand-alone Storage,,25,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"281 BRISTOL AVENUE, BLACKPOOL, ",Lancashire,North West,England,FY2 0JF,332442,439745,Blackpool City Council,21/0246,,,,,,21/01/2021,,,,,,,11/05/2021,,,,11/05/2024,,,,53.849526,-3.02841,planning,25
,8829,18/03/2021,Penwortham Storage Limited,Howick Hall Farm - Battery Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Howick Hall Farm Howick Cross Lane Penwortham Preston Lancashire PR1 0NS,Lancashire,North West,England,PR1 0NS,350613,428030,South Ribble Borough Council,07/2021/00252/FUL,,,,,,21/01/2021,,,,,,,,,,,,,,,53.746291,-2.750347,planning,49
,8833,26/03/2021,Mannington Energy Centre Limited,Holt Road - Battery Energy Storage System,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Land off Holt Road,Dorset,South West,England,BH21,407008,105438,East Dorset District Council,3/21/0137/FUL,,,,,,22/01/2021,,,,,,,,,,,,,,,50.848421,-1.901823,planning,49
,8844,28/04/2022,JBM Solar Projects 7 Limited,Whitminster - Solar Farm & Battery Storage,Battery,Co-located with RE,8843,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Land Parcels A & B Near Whitminster Gloucestershire,Gloucestershire,South West,England,GL2 7PN,378521,210762,Stroud District Council,S.21/0465/FUL,,,,,,23/02/2021,,,,,,,05/04/2022,,,,05/04/2025,,,,51.795091,-2.312848,planning,49
,8912,27/04/2021,Intelligent Land Investments Group,Bolfornought Farm Battery Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Land 650M South West Of Bolfornought Farm Stirling,Central,Scotland,Scotland,FK7 7LL,282277,693597,Stirling Council,21/00293/FUL,,,,,,14/04/2021,,,,,,,,,,,,,,,56.120552,-3.895117,planning,49
,8914,24/01/2022,Catalyst Capital LLP,Skelton Grange Battery Storage Facility,Battery,Stand-alone Storage,,99,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Former Skelton Grange Power Station Site West Road North Leeds,West Yorkshire,Yorkshire and Humber,England,LS10 1RR,433628,431410,Leeds City Council,21/02628/FU,,,,,,08/04/2021,,,,,,,04/08/2021,,,,04/08/2024,,,,53.777943,-1.491189,planning,99
,8916,17/10/2022,Gigabox Developments Limited,Whitehills Energy Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Energy Storage Unit 1 Old Brechin Road Forfar,Angus,Scotland,Scotland,DD8 3HH,346735,751635,Angus Council,21/00534/FULM,,,,,,07/07/2021,,,,,,,15/12/2021,,,,15/12/2024,,,,56.653468,-2.87036,planning,49
,8920,15/08/2022,Sirius Renewables,Drumshoreland Road Battery Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,�Site At Drumshoreland Road Pumpherston,West Lothian,Scotland,Scotland,EH53,307461,667617,West Lothian Council,0255/FUL/22,,,,,,01/04/2022,,,,,,,07/07/2022,,,,07/07/2025,,,,55.892759,-3.481258,planning,49
,8927,22/12/2021,Scottish Power Renewables (UK) Limited,Dersalloch Battery Storage Facility,Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Wind Farm At Dersalloch B741 Dalmellington Road Straiton, Council Boundary Straiton, Maybole",Ayrshire,Scotland,Scotland,KA6 7QA,242893,605864,Scottish Government (S36),ECU00002112,,,,,,01/08/2020,,,,,,,29/11/2021,,,,29/11/2026,,,,55.321678,-4.477597,planning,50
,8986,07/07/2021,One Planet Developments Limited,Bolney Substation - Battery Storage,Battery,Stand-alone Storage,,200,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Adj Bolney Substation, Wineham Lane, Wineham, Henfield",West Sussex,South East,England,BN5 9AZ,523770,121216,Mid Sussex District Council,DM/21/2276,,,,,,22/06/2021,,,,,,,,,,,,,,,50.977063,-0.238368,planning,200
,8987,15/09/2022,RNA Energy limited,Rush Green Motors - Battery storage,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Rush Green Motors, London Road, Langley, Hitchin",Hertfordshire,Eastern,England,SG4 7PQ,521101,223705,North Hertfordshire District Council,21/01860/FP,,,,,,15/06/2021,,,,,,,06/10/2021,,,,06/10/2024,,,,51.89874,-0.24134,planning,49
,8998,10/05/2021,Green Frog Power 214 Limited,Stor Generation Plant - Battery Storage,Battery,Stand-alone Storage,,12,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Stor Generation Plant, Duncombe Road, Bradford",West Yorkshire,Yorkshire and Humber,England,BD8 9TB,413907,433254,Bradford Metropolitan District Council,21/02041/FUL,,,,,,16/04/2021,,,,,,,,,,,,,,,53.795412,-1.790361,planning,12
,9006,12/05/2021,Green Frog Power 214 Limited,Hull East Stor Generation Compound - Battery energy storage,Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Hull East Stor Generation Compound, Great Field Lane, Somerden Road, Kingston Upon Hull",East Riding of Yorkshire,Yorkshire and Humber,England,HU9 5PE,515219,429506,Kingston upon Hull City Council,21/00631/FULL,,,,,,27/04/2021,,,,,,,29/07/2021,,,,29/07/2024,,,,53.749197,-0.254196,planning,20
,9007,12/05/2021,Scottish Renewables Limited,Kilgallioch - Battery energy storage,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Wind Farm, Kilgallioch C72 From Gowlands Terrace, Barrhill To Council Boundary S/O Chirmorrie South From Barrhill, Barrhill, Girvan",Strathclyde,Scotland,Scotland,KA26,218521,597132,South Ayrshire Council,21/00387/DEEM,,,,,,29/03/2021,,,,,,,,,,,,,,,55.234924,-4.855574,planning,100
,9010,16/01/2023,Green Frog Power 214 Limited,Standby Embedded Stor Power Plant - Battery storage,Battery,Stand-alone Storage,,20,No,,,,,,,,,Under Construction,Under Construction,,,"Standby Embedded Stor Power Plant, High Flatworth, Tyne Tunnel Trading Estate, North Shields",Tyne And Wear,North East,England,NE29 7UZ,433220,567794,North Tyneside Council,21/01109/FUL,,,,,,22/04/2021,,,,,,,16/06/2021,,,,16/06/2024,01/10/2022,,,55.003612,-1.482182,construction,20
,9012,13/05/2021,Pelham Power Limited,Greens Farm - Battery energy storage,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Greens Farm, East End, Stocking Pelham, Buntingford",Hertfordshire,Eastern,England,SG9 0JU,545521,228157,East Hertfordshire District Council,3/21/0969/FUL,,,,,,05/05/2021,,,,,,,,,,,,,,,51.932904,0.115217,planning,49
,9013,04/11/2022,Cathkin Energy Storage Limited,East Kilbride - Battery storage,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"North E/O East Kilbride, 275kv Grid Substation, Cairnmuir Road, East Kilbride, Moffat",South Lanarkshire,Scotland,Scotland,DG10,308476,605341,South Lanarkshire Council,P/22/0472,,,,,,28/03/2022,,,,,,,22/08/2022,,,,22/08/2025,,,,55.333568,-3.444319,planning,49
,9036,28/07/2022,Stephenson Mohl Development,"Maiden, Annfield Plain - Energy Storage",Battery,Stand-alone Storage,,38,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Land To The South West Of Morrison Industrial Estate And West Of Lanchester Road Maiden Law,County Durham,North East,England,DH9 7XW,417286,550478,Durham County Council,DM/21/01583/FPA,,,,,,05/05/2021,,,,,,,18/08/2021,,,,18/08/2026,,,,54.848812,-1.732319,planning,38
,9046,20/05/2021,Power Initiatives Limited,Barton Hill Industrial Park - Battery Energy Storage Facility,Battery,Stand-alone Storage,,22.5,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Barton Hill Industrial Park, Barton Hill Way, Torquay",Devon,South West,England,TQ2 8JJ,290550,66350,Torbay Council,P/2021/0345,,,,,,05/05/2021,,,,,,,,,,,,,,,50.486707,-3.544179,planning,22
,9047,29/07/2022,Intelligent Land Investments Group,Newhouse Farm - Energy Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"170 Metres S/O Newhouse Farm, Perth",Perthshire,Scotland,Scotland,PH1 1QF,308050,724363,Perth and Kinross Council,22/01071/FLM,,,,,,02/07/2022,,,,,,,,,,,,,,,56.402533,-3.49146,planning,49
,9052,27/07/2022,Pelagic Energy,"Bronwylfa Road, Talwrn - Battery Storage Facility",Battery,Stand-alone Storage,,49.5,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"The North Of, National Grid Legacy Substation, Bronwylfa Road, Talwrn",Clwyd,Wales,Wales,LL14 4HY,329379,348628,Wrexham County Borough Council,P/2021/0441,,,,,,06/05/2021,,,,,,,05/07/2022,,,,05/07/2027,,,,53.030255,-3.054483,planning,49
,9057,27/04/2022,INRG,"Whaddon Lane, Hilperton",Battery,Co-located with RE,9056,18,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"west of Whaddon Farm, Whaddon Lane, Hilperton",Wiltshire,South West,England,BA14 6NR,387318,160946,North Wiltshire District Council,PL/2021/03061,,,,,,10/05/2021,,,,,,,06/04/2022,,,,06/04/2025,,,,51.34745,-2.183478,planning,18
,9063,08/12/2021,Statera Energy,Minety South 2 - Battery Storage Facility,Battery,Stand-alone Storage,,49.99,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Purlieus Farm, Minety, Malmesbury",Wiltshire,South West,England,SN16 9RP,400258,189902,West Wiltshire District Council,PL/2021/04151,,,,,,22/03/2021,,,,,,,08/11/2021,,,,08/11/2024,,,,51.607952,-1.99767,planning,49
,9066,25/05/2021,Ecosse Solar Parks Limited,"Dragonhall Farm, Padanaram - Battery Storage",Battery,Co-located with RE,9065,10,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Field 275M East Of Dragonhall Farm Padanaram Forfar ,Angus,Scotland,Scotland,DD8,342517,751739,Angus Council,21/00271/FULL,,,,,,12/05/2021,,,,,,,,,,,,,,,56.653902,-2.939169,planning,10
,9098,17/10/2022,Green Cat Renewables Developments,Binn Eco Park Wind Farm Energy Storage Facility,Battery,Stand-alone Storage,,10,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Binn Eco Park Wind Farm Glenfarg,Perth and Kinross,Scotland,Scotland,PH2 9PX,317295,713403,Perth and Kinross Council,21/00834/FLL,,,,,,18/05/2021,,,,,,,12/07/2021,,,,12/07/2024,,,,56.305805,-3.338259,planning,10
,9115,27/09/2021,SSE Enterprise,Kirkhaw Lane - Battery Storage Energy,Battery,Stand-alone Storage,,100,No,,,,,,,,,Revised,Revised,10022,,Site Within Ferrybridge Power Station,West Yorkshire,Yorkshire and Humber,England,WF11 8RB,447882,425231,Wakefield Metropolitan District Council,21/02055/CPL,,,,,,10/08/2021,,,,,,,22/09/2021,,,,,,,,53.721298,-1.275862,planning,100
,9121,13/12/2021,Harmony Energy Storage,Rusholme Grange ,Battery,Stand-alone Storage,,40,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7093,"Rusholme Grange, Rusholme Lane, Drax, Selby",North Yorkshire,Yorkshire and Humber,England,YO8 8PW,470197,426610,Selby District Council,2021/0601/FUL,,,,,,26/05/2021,,,,,,,03/09/2021,,,,03/09/2024,,,,53.73117,-0.937436,planning,40
,9127,10/06/2021,E.ON Climate & Renewables UK Developments,Daer Wind Farm,Battery,Co-located with RE,2908,100,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Land east of Daer Reservoir, South Lanarkshire/Dumfries and Galloway",South Lanarkshire,Scotland,Scotland,,300000,606000,Scottish Government (S36), ECU00000740,,,,,,26/05/2021,,,,,,,,,,,,,,,55.337835,-3.578114,planning,100
,9199,27/06/2022,Energi Generation,Bay Gateway - Battery Storage Facility,Battery,Stand-alone Storage,,99.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,North Of A683 Bay Gateway Heaton With Oxcliffe,Lancashire,North West,England,LA3,343895,461145,Lancaster City Council,21/00695/FUL,,,,,,30/06/2021,,,,,,,26/04/2022,,,,26/04/2025,,,,54.043208,-2.858281,planning,99
,9224,15/09/2022,Tag Energy UK,Balsillie Avenue - Roaring Hill Energy Storage Facility,Battery,Stand-alone Storage,,19.9,No,,,,,,,,,Under Construction,Under Construction,,7989,"E/O Balsillie Avenue, The S/O The Limekilns, Glenrothes",Fife,Scotland,Scotland,KY12 7DR,325452,702311,Fife Council,21/01438/FULL,,,,,,25/05/2021,,,,,,,03/09/2021,,,,03/09/2024,12/09/2022,,,56.207527,-3.20333,construction,19
,9230,28/06/2021,Eden Renewables,Forest Gate - Solar Farm & Battery Storage,Battery,Co-located with RE,9229,40,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Forest Gate, Pewsham, Chippenham",Wiltshire,South West,England,SN15 3RS,394760,171549,Wiltshire Council,PL/2021/06112,,,,,,11/06/2021,,,,,,,,,,,,,,,51.442907,-2.076784,planning,40
,9238,01/09/2022,Eden Renewables,Leigh Delamere - Solar farm & Battery storage,Battery,Co-located with RE,9237,40,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"The S/O The M4 At Leigh Delamere, To The W/O Leigh, Delamere Motorway Services, Chippenham",Wiltshire,South West,England,SN14,388188,178888,Wiltshire Council,PL/2021/06100,,,,,,14/06/2021,,,,,,,11/08/2022,,,,11/08/2025,,,,51.508795,-2.171591,planning,40
,9248,24/05/2022,Alcemi Storage Development Limited,Devilla Energy Storage Facility,Battery,Stand-alone Storage,,500,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Devilla Forest, Kincardine, Alloa",Clackmannanshire,Scotland,Scotland,FK10,289286,694603,Scottish Government (S36),ECU00003469,,,,,,19/04/2022,,,,,,,,,,,,,,,56.131264,-3.782862,planning,500
,9274,17/11/2022,British Solar Renewables / BayWa r.e. UK Limited,South Fambridge Hall - Solar farm & Battery storage,Battery,Co-located with RE,9273,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"South Fambridge Hall, Fambridge Road, South Fambridge, Rochford",Essex,Eastern,England,SS4 3LS,586193,195503,Rochford District Council,21/00605/FUL,,,,,,22/06/2021,,,,,,,15/12/2021,,,,15/12/2024,,,,51.627529,0.688668,planning,20
,9275,29/11/2021,Balance Power Projects Limited,North Tawton Primary Substation - Battery Storage,Battery,Stand-alone Storage,,30,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"S/O North Tawton Primary Substation, North Tawton",Devon,South West,England,EX20 2DA,265325,101433,West Devon Borough Council,2094/21/FUL,,,,,,07/06/2021,,,,,,,03/11/2021,,,,03/11/2024,,,,50.796767,-3.912325,planning,30
,9292,06/07/2021,Fen Power 1 Limited,"Weirs Drove, Burwell - Battery Storage Facility",Battery,Stand-alone Storage,,30,No,,,,,,,,,Planning Application Submitted,Application Submitted,,7272,"Land North Of Electricity Sub-Station Weirs Drove Burwell, Cambridge",Cambridgeshire,Eastern,England,CB25 0BP,558004,266555,East Cambridgeshire District Council,21/00816/FUL,,,,,,26/05/2021,,,,,,,,,,,,,,,52.274443,0.314426,planning,30
,9315,30/03/2022,Pivot Power,Sundon Substation ,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7283,"Adj National Grid Sundon Substation, Water End Lane, Chalton",Bedfordshire,Eastern,England,LU4 9UJ,503312,226909,Central Bedfordshire Council,CB/21/02829/FULL,,,,,,12/07/2021,,,,,,,26/01/2022,,,,26/01/2025,,,,51.931115,-0.498819,planning,49
,9340,22/07/2021,P3P Partners LLP,"Widow Hill, Balderstone Lane - Battery Energy Storage System",Battery,Stand-alone Storage,,70,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Balderstone Lane, Burnley",Lancashire,North West,England,BB10 2TJ,385991,434274,Burnley Borough Council,FUL/2021/0375,,,,,,13/07/2021,,,,,,,,,,,,,,,53.804571,-2.214196,planning,70
,9341,06/04/2022,Statera Energy,Grendon Lakes - Battery Storage,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Revised,Revised,10955,,"Grendon Lakes, Main Road, Grendon, Northampton",Northamptonshire,East Midlands,England,NN7 1JW,487263,261370,North Northamptonshire Council,NW/21/00623/FUL,,,,,,15/07/2021,,30/09/2021,,,,,,,,,,,,,52.243607,-0.723363,planning,49
,9346,15/12/2021,Namene Solar,"Estuary Farm, Edward Benefer Way - Solar Farm & Battery Storage",Battery,Co-located with RE,9345,15,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Estuary Farm, Edward Benefer Way, Kings Lynn",Norfolk,Eastern,England,PE30 2HY,561943,320864,Borough Council of King�s Lynn & West Norfolk,21/01432/FM,,,,,,15/07/2021,,,,,,,08/12/2021,,,,08/12/2024,,,,52.761107,0.398536,planning,15
,9361,21/12/2022,Voltalia UK,South Farm Solar Park,Battery,Co-located with RE,9360,10,No,,,,,,,,,Operational,Operational,,,"South Farm, Field Dairy To Louse Lane, Spetisbury, Blandford Forum",Dorset,South West,England,DT11 9DY,390129,101525,North Dorset District Council,2/2019/0850/PAEIA,,,,,,21/06/2019,,,,,,,15/11/2019,,,,,07/01/2021,16/12/2022,,50.813188,-2.141475,operation,10
,9377,15/09/2022,HD888CAP Limited,"Capenhurst Lane, Capenhurst - Battery storage",Battery,Stand-alone Storage,,57,No,,,,,,,,,Under Construction,Under Construction,,,Capenhurst Lane Capenhurst Chester,Cheshire,North West,England,CH1 6EH,336716,374967,Cheshire West and Chester Council,21/02404/FUL ,,,,,,03/06/2021,,,,,,,21/10/2021,,,,21/10/2024,01/09/2022,,,53.267902,-2.950312,construction,57
,9397,13/12/2021,North Deane Generation Limited,"Stainland Road, Salterhebble - Battery Storage Facility",Battery,Stand-alone Storage,,25,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,South Of Sub Station Stainland Road Elland Calderdale,West Yorkshire,Yorkshire and Humber,England,HX4 8LR,409605,422188,Calderdale Metropolitan Borough Council,21/00839/FUL,,,,,,14/06/2021,,,,,,,28/09/2021,,,,28/09/2024,,,,53.696047,-1.856009,planning,25
,9404,08/08/2022,SSE Enterprise (SSE PLC),Fiddlers Ferry Power Station - Battery storage,Battery,Stand-alone Storage,,150,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Fiddlers Ferry Power Station, Widnes Road, Warrington",Cheshire,North West,England,WA5 2UT,354328,386461,Warrington Borough Council,2022/41800,,,,,,27/07/2022,,,,,,,,,,,,,,,53.373023,-2.68793,planning,150
,9427,17/05/2022,Welbar Energy Storage Limited,Dunton Hall - Battery Energy Storage System,Battery,Stand-alone Storage,,349.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"East & Se/O Dunton Hall, Kingsbury Road, Curdworth, Sutton Coldfield",West Midlands,West Midlands,England,B76 0BL,419407,293150,North Warwickshire Borough Council,PAP/2021/0473,,,,,,05/08/2021,,,,,,,04/03/2022,,,,04/03/2025,,,,52.53587,-1.715317,planning,349
,9470,23/08/2021,BAT-NR30 Limited,Admiralty Road - Battery Energy Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"South & E/o Admiralty Road, South Denes, Great Yarmouth",Norfolk,Eastern,England,NR30 3QR,652875,305216,Great Yarmouth Borough Council,06/21/0672/LDO,,,,,,03/08/2021,,,,,,,19/08/2021,,,,,,,,52.58588,1.731579,planning,49
,9507,04/11/2022,Infrared Capital Partners Limited,Caldwell Road - Battery Storage,Battery,Stand-alone Storage,,90,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"N/O The Royle Farm Business Park, Caldwell Road, Burton on Trent",Derbyshire,East Midlands,England,DE15 9TU,425316,319061,South Derbyshire District Council,DMPA/2021/1221,,,,,,03/08/2021,,,,,,,03/03/2022,,,,03/03/2025,,,,52.768556,-1.626224,planning,90
,9522,10/05/2022,Spectrum Reserve Limited,Wishaw 49.9 Battery Storage Facility,Battery,Stand-alone Storage,,49.99,No,,,,,,,,,Under Construction,Under Construction,,,Netherton Street Netherton Wishaw,Lanarkshire,Scotland,Scotland,ML2 0DP,278488,654565,North Lanarkshire Council,20/00946/FUL,,,,,,24/09/2020,,,,,,,24/09/2020,,,,,01/04/2022,,,55.769111,-3.938428,construction,49
,9545,30/05/2022,Kona Energy Limited,Heysham Energy Storage Project,Battery,Stand-alone Storage,,200,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"N/O A683 Lancaster, Morecambe Bypass, Morecambe ",Lancashire,North West,England,LA3 2FQ,342073,460367,Lancaster City Council,21/01069/FUL,,,,,,17/08/2021,,,,,,,27/05/2022,,,,26/05/2025,,,,54.036015,-2.885953,planning,200
,9563,18/03/2022,Energi Generation,Davies Road - Battery Storage,Battery,Stand-alone Storage,,25,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Davies Road, Blackburn",Lancashire,North West,England,BB1 3HR,370729,428713,Hyndburn Borough Council,11/21/0483,,,,,,04/08/2021,,,,,,,17/03/2022,,,,17/03/2025,,,,53.753952,-2.445402,planning,25
,9565,17/03/2022,Cheshire East Council,Middlewich Road - Solar Photovoltaics & Battery Storage,Battery,Co-located with RE,8522,25,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land Adjacent Councils Composting Plant, Middlewich Road, Crewe",Cheshire,North West,England,CW1 5NG,372231,357305,Cheshire East Council,21/4490N,,,,,,20/08/2021,,,,,,,11/03/2022,,,,11/03/2025,,,,53.1122,-2.416299,planning,25
,9584,24/02/2022,Arlington Energy Limited,"Astra Centre, Royal Barn Road - Energy Storage",Battery,Stand-alone Storage,,40,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"R/o Astra Centre, Royal Barn Road, Rochdale",Lancashire,North West,England,OL11 3DT,388254,411131,Rochdale Borough Council,21/01098/FUL,,,,,,02/09/2021,,,,,,,10/02/2022,,,,10/02/2025,,,,53.596617,-2.178949,planning,40
,9608,15/09/2021,Newton Energi Limited,Winterton Road - Battery Energy Storage,Battery,Stand-alone Storage,,95,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"N/O Gala Bingo, Winterton Road, Scunthorpe",North Lincolnshire,Yorkshire and Humber,England,DN15 0DH,490022,412038,North Lincolnshire Council,PA/2021/1291,,,,,,12/08/2021,,,,,,,,,,,,,,,53.597192,-0.64123,planning,95
,9626,10/01/2023,Richborough Energy Park Limited,Richborough Energy Park - Phase 2,Battery,Stand-alone Storage,,71.6,No,,,,,,,,,Under Construction,Under Construction,,,Richborough Energy Park,Kent,South East,England,CT13 9NL,633075,162290,Thanet District Council,F/TH/21/0305,,,,,,05/03/2021,,,,,,,30/04/2021,,,,30/04/2024,01/01/2023,,,51.311959,1.343,construction,71
,9635,19/05/2022,Aura Power ,Hales Lane - Battery Storage Facility,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Hales Lane, Drax, Selby",North Yorkshire,Yorkshire and Humber,England,YO8 8PL,467078,425976,Selby District Council,2021/1089/FULM,,,,,,06/09/2021,,,,,,,16/05/2022,,,,16/05/2025,,,,53.725882,-0.984842,planning,100
,9653,20/09/2021,Private Developer,Bredbury Substation - Battery Storage Facility,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Bredbury Substation, Stockport Road West, Bredbury, Stockport",Cheshire,North West,England,SK6 2BP,391199,390789,Stockport Metropolitan Borough Council,DC/082085,,,,,,10/09/2021,,,,,,,,,,,,,,,53.413834,-2.133873,planning,49
,9668,05/01/2022,FPC Industry & Enterprise 2 Limited,The Brickmakers Arms Battery,Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"The Brickmakers Arms Ph Woburn Road, Kempston Hardwick Bedford",Bedfordshire,Eastern,England,MK43 9AH,502115,245302,Bedford Borough Council,21/00300/FUL,,,,,,02/02/2021,,,,,,,22/12/2021,,,,22/12/2024,,,,52.096646,-0.510744,planning,20
,9673,10/02/2022,Balance Power Projects Limited,"Upton Lane, Nursling - Battery Storage Facility",Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Upton Lane Nursling Southampton,Hampshire ,South East,England,SO16 0XY,437203,116775,Test Valley Borough Council,21/02799/FULLS,,,,,,27/09/2021,,,,,,,28/01/2022,,,,28/01/2025,,,,50.949215,-1.471777,planning,50
,9691,27/10/2022,Third Energy,Third Energy UK Gas Limited - Battery Energy Storage,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Third Energy Uk Gas Limited, Malton Road, West Knapton, Malton",North Yorkshire,Yorkshire and Humber,England,YO17 8JF,488746,477025,Ryedale District Council,21/01220/FUL,,,,,,21/08/2021,,,,,,,14/10/2021,,,,14/10/2024,,,,54.181338,-0.641704,planning,100
